Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
493,20090209 04:30 PM EST,"Starbucks John Culver to Succeed Gerardo Lopez as Executive Vice President; President, Global Consumer Products, Foodservice and Seattle's Best Coffee","('President', 'has', 'Best Coffee')",President,has,Best Coffee,President has,has Best Coffee,President has Best Coffee,0.16000000000000014,0.09000000000000075
494,20090209 01:19 PM EST,UPDATE 2-Starbucks launches cheaper coffee-and-food combos,"('UPDATE Starbucks', 'launches', 'coffee food combos')",UPDATE Starbucks,launches,coffee food combos,UPDATE Starbucks launches,launches coffee food combos,UPDATE Starbucks launches coffee food combos,0.16000000000000014,0.09000000000000075
495,20090211 12:50 PM EST,"Starbucks begins announced job cuts with 1,000 layoffs","('Starbucks', 'begins', 'announced job cuts with 1,000 layoffs')",Starbucks,begins,"announced job cuts with 1,000 layoffs",Starbucks begins,"begins announced job cuts with 1,000 layoffs","Starbucks begins announced job cuts with 1,000 layoffs",-0.21999999999999975,0.04499999999999993
496,20090212 08:24 PM EST,Starbucks plans instant coffee debut,"('Starbucks', 'plans', 'instant coffee debut')",Starbucks,plans,instant coffee debut,Starbucks plans,plans instant coffee debut,Starbucks plans instant coffee debut,-0.08499999999999996,0.09499999999999975
497,20090212 08:22 PM EST,UPDATE 3-Starbucks plans instant coffee debut,"('UPDATE 3 Starbucks', 'plans', 'coffee debut')",UPDATE 3 Starbucks,plans,coffee debut,UPDATE 3 Starbucks plans,plans coffee debut,UPDATE 3 Starbucks plans coffee debut,-0.08499999999999996,0.09499999999999975
498,20090212 06:16 PM EST,Starbucks to sell instant coffee,"('Starbucks', 'sell', 'coffee')",Starbucks,sell,coffee,Starbucks sell,sell coffee,Starbucks sell coffee,-0.08499999999999996,0.09499999999999975
500,20090217 03:30 PM EST,Starbucks unveils Via instant coffee,"('Starbucks', 'unveils', 'Via instant coffee')",Starbucks,unveils,Via instant coffee,Starbucks unveils,unveils Via instant coffee,Starbucks unveils Via instant coffee,-0.23499999999999943,-0.2400000000000002
501,20090217 03:29 PM EST,UPDATE 2-Starbucks unveils Via instant coffee,"('UPDATE Starbucks', 'unveils', 'Via instant coffee')",UPDATE Starbucks,unveils,Via instant coffee,UPDATE Starbucks unveils,unveils Via instant coffee,UPDATE Starbucks unveils Via instant coffee,-0.23499999999999943,-0.2400000000000002
502,20090217 02:17 PM EST,Starbucks CEO sees boost from stimulus,"('Starbucks CEO', 'sees boost from', 'stimulus')",Starbucks CEO,sees boost from,stimulus,Starbucks CEO sees boost from,sees boost from stimulus,Starbucks CEO sees boost from stimulus,-0.23499999999999943,-0.2400000000000002
503,20090217 10:00 AM EST,Starbucks VIA Ready Brew:A Breakthrough in Instant Coffee,"('Breakthrough', 'is in', 'Instant Coffee')",Breakthrough,is in,Instant Coffee,Breakthrough is in,is in Instant Coffee,Breakthrough is in Instant Coffee,-0.23499999999999943,-0.2400000000000002
504,20090217 07:53 AM EST,Starbucks to unveil 'Via' instant coffee,"('Starbucks', 'unveil', 'Via coffee')",Starbucks,unveil,Via coffee,Starbucks unveil,unveil Via coffee,Starbucks unveil Via coffee,-0.23499999999999943,-0.2400000000000002
505,20090217 08:53 PM EST,Starbucks brews up instant coffee,"('Starbucks', 'brews up', 'coffee')",Starbucks,brews up,coffee,Starbucks brews up,brews up coffee,Starbucks brews up coffee,-0.23499999999999943,-0.2400000000000002
506,20090217 06:31 PM EST,Starbucks brews up instant coffee,"('Starbucks', 'brews up', 'coffee')",Starbucks,brews up,coffee,Starbucks brews up,brews up coffee,Starbucks brews up coffee,-0.23499999999999943,-0.2400000000000002
507,20090218 08:00 PM EST,Starbucks Opens Leed Certified Coffee Roasting Plant,"('Starbucks', 'Opens', 'Leed Certified Coffee Roasting Plant')",Starbucks,Opens,Leed Certified Coffee Roasting Plant,Starbucks Opens,Opens Leed Certified Coffee Roasting Plant,Starbucks Opens Leed Certified Coffee Roasting Plant,-0.040000000000000036,0.0
508,20090219 11:22 AM EST,Starbucks Opens LEED Certified Coffee Roasting Plant,"('Starbucks', 'Opens', 'LEED Certified Coffee Roasting Plant')",Starbucks,Opens,LEED Certified Coffee Roasting Plant,Starbucks Opens,Opens LEED Certified Coffee Roasting Plant,Starbucks Opens LEED Certified Coffee Roasting Plant,0.019999999999999574,-0.06500000000000039
510,20090220 02:31 PM EST,McDonald's CEO says no share loss to Starbucks,"('McDonald', 'has', 'CEO')",McDonald,has,CEO,McDonald has,has CEO,McDonald has CEO,-0.1349999999999998,0.03000000000000025
511,20090224 03:44 PM EST,Schaeffer's Market Blog: Analyst Starts Starbucks Corporation with a 'Buy' Rating,"('Analyst', 'Starts Starbucks Corporation with', 'Rating')",Analyst,Starts Starbucks Corporation with,Rating,Analyst Starts Starbucks Corporation with,Starts Starbucks Corporation with Rating,Analyst Starts Starbucks Corporation with Rating,-0.25,0.1849999999999996
512,20090303 02:33 PM EST,Starbucks CEO aims to expand Via line,"('Starbucks CEO', 'expand', 'Via line')",Starbucks CEO,expand,Via line,Starbucks CEO expand,expand Via line,Starbucks CEO expand Via line,0.01499999999999968,-0.09499999999999975
514,20090305 09:37 AM EST,Starbucks und Kraft Foods erweitern europÃ¤ischen Vertrieb von abgepacktem StarbucksÂ®-Kaffee an Verbraucher in Frankreich und Deutschland,"('Verbraucher', 'is in', 'Frankreich und Deutschland')",Verbraucher,is in,Frankreich und Deutschland,Verbraucher is in,is in Frankreich und Deutschland,Verbraucher is in Frankreich und Deutschland,0.009999999999999787,-0.1349999999999998
515,20090305 12:00 AM EST,Starbucks and Kraft Foods Expand European Distribution of Packaged StarbucksÂ® Coffee to Consumers in France and Germany,"('Kraft Foods Expand European Distribution', 'Coffee to', 'Consumers in France')",Kraft Foods Expand European Distribution,Coffee to,Consumers in France,Kraft Foods Expand European Distribution Coffee to,Coffee to Consumers in France,Kraft Foods Expand European Distribution Coffee to Consumers in France,0.009999999999999787,-0.1349999999999998
516,20090317 01:17 PM EDT,Schaeffer's Sentiment Snapshot: Starbucks Corporation (SBUX),"('Schaeffer', 'has', 'Sentiment Snapshot')",Schaeffer,has,Sentiment Snapshot,Schaeffer has,has Sentiment Snapshot,Schaeffer has Sentiment Snapshot,0.019999999999999574,0.1800000000000006
517,20090318 04:59 PM EDT,Starbucks CEO says on track to make savings,"('Starbucks CEO', 'make', 'savings')",Starbucks CEO,make,savings,Starbucks CEO make,make savings,Starbucks CEO make savings,0.20000000000000018,0.17999999999999972
518,20090318 04:24 PM EDT,UPDATE 2-Starbucks CEO says on track to make savings,"('UPDATE 2 Starbucks CEO', 'make', 'savings')",UPDATE 2 Starbucks CEO,make,savings,UPDATE 2 Starbucks CEO make,make savings,UPDATE 2 Starbucks CEO make savings,0.20000000000000018,0.17999999999999972
527,20090325 06:54 PM EDT,Starbucks feels pinch as California Inland Empire ebbs,"('Starbucks', 'feels pinch', 'as California Inland Empire ebbs')",Starbucks,feels pinch,as California Inland Empire ebbs,Starbucks feels pinch,feels pinch as California Inland Empire ebbs,Starbucks feels pinch as California Inland Empire ebbs,-0.23499999999999943,-0.08000000000000007
528,20090325 01:29 PM EDT,Starbucks feels pinch as Calif. Inland Empire ebbs,"('Starbucks', 'feels', 'pinch')",Starbucks,feels,pinch,Starbucks feels,feels pinch,Starbucks feels pinch,-0.23499999999999943,-0.08000000000000007
530,20090406 01:08 PM EDT,"Starbucks Appoints Olden Lee as Interim Executive Vice President, Partner Resources","('Starbucks', 'Appoints', 'Olden Lee')",Starbucks,Appoints,Olden Lee,Starbucks Appoints,Appoints Olden Lee,Starbucks Appoints Olden Lee,-0.14499999999999957,-0.1349999999999998
531,20090407 04:13 PM EDT,Starbucks Announces the Opening of its First Store in Poland,"('Starbucks', 'Announces', 'Opening of its First Store')",Starbucks,Announces,Opening of its First Store,Starbucks Announces,Announces Opening of its First Store,Starbucks Announces Opening of its First Store,-0.16999999999999993,-0.11500000000000021
532,20090407 01:33 PM EDT,Schaeffer's Market Blog: Put Trading Builds on Starbucks (SBUX),"('Put Trading', 'Builds on', 'Starbucks')",Put Trading,Builds on,Starbucks,Put Trading Builds on,Builds on Starbucks,Put Trading Builds on Starbucks,-0.16999999999999993,-0.11500000000000021
533,20090415 04:05 PM EDT,Starbucks Announces Q2 Fiscal Year 2009 Results Conference Call,"('Starbucks', 'Announces', 'Q2 Fiscal Year 2009 Results Conference Call')",Starbucks,Announces,Q2 Fiscal Year 2009 Results Conference Call,Starbucks Announces,Announces Q2 Fiscal Year 2009 Results Conference Call,Starbucks Announces Q2 Fiscal Year 2009 Results Conference Call,-0.3700000000000001,-0.10499999999999954
534,20090416 01:45 PM EDT,"Starbucks, TransFair USA and Fairtrade Labelling Organizations International Join in Support of Small-Scale Coffee Farmers Through a $20 Million Loan Program","('Fairtrade Labelling Organizations International', 'Join in', 'Support of Small Scale Coffee')",Fairtrade Labelling Organizations International,Join in,Support of Small Scale Coffee,Fairtrade Labelling Organizations International Join in,Join in Support of Small Scale Coffee,Fairtrade Labelling Organizations International Join in Support of Small Scale Coffee,0.1349999999999998,-0.025000000000000355
535,20090420 12:15 PM EDT,Starbucks Kicks Off National Volunteer Week with 50 Youth Led Community Projects,"('Starbucks', 'Kicks with', '50 Youth Led Community Projects')",Starbucks,Kicks with,50 Youth Led Community Projects,Starbucks Kicks with,Kicks with 50 Youth Led Community Projects,Starbucks Kicks with 50 Youth Led Community Projects,0.055000000000000604,-0.34500000000000064
536,20090421 03:37 PM EDT,Starbucks VIA Ready Brew Launches on easyJet Airline Across Selected Routes in United Kingdom and Spain,"('easyJet Airline Across Selected Routes', 'is in', 'United Kingdom')",easyJet Airline Across Selected Routes,is in,United Kingdom,easyJet Airline Across Selected Routes is in,is in United Kingdom,easyJet Airline Across Selected Routes is in United Kingdom,-0.20999999999999996,0.22000000000000064
537,20090422 03:10 PM EDT,"Starbucks Enhances Customer Experience with Interactive, Online Global Responsibility Report","('Starbucks', 'Enhances', 'Customer Experience')",Starbucks,Enhances,Customer Experience,Starbucks Enhances,Enhances Customer Experience,Starbucks Enhances Customer Experience,0.23999999999999932,0.3799999999999999
538,20090424 03:15 PM EDT,Schaeffer's Option Blog: Call Volume Jolts Higher Ahead of Starbucks Corporation (SBUX) Earnings,"('Schaeffer', 'has', 'Option Blog')",Schaeffer,has,Option Blog,Schaeffer has,has Option Blog,Schaeffer has Option Blog,0.3650000000000002,0.07500000000000018
539,20090429 08:16 PM EDT,"Starbucks profit tops view, focus on value","('Starbucks profit', 'tops', 'view')",Starbucks profit,tops,view,Starbucks profit tops,tops view,Starbucks profit tops view,0.35499999999999954,0.09499999999999975
540,20090429 08:13 PM EDT,"UPDATE 3-Starbucks profit tops view, focus on value","('UPDATE 3 Starbucks profit', 'tops', 'view')",UPDATE 3 Starbucks profit,tops,view,UPDATE 3 Starbucks profit tops,tops view,UPDATE 3 Starbucks profit tops view,0.35499999999999954,0.09499999999999975
543,20090429 04:26 PM EDT,Starbucks shares slip after results,"('Starbucks shares', 'slip after', 'results')",Starbucks shares,slip after,results,Starbucks shares slip after,slip after results,Starbucks shares slip after results,0.35499999999999954,0.09499999999999975
545,20090505 08:00 AM EDT,Starbucks Welcomes Summer with the Arrival of Iced Coffee Beverages,"('Starbucks', 'Welcomes Summer with', 'Arrival of Iced Coffee Beverages')",Starbucks,Welcomes Summer with,Arrival of Iced Coffee Beverages,Starbucks Welcomes Summer with,Welcomes Summer with Arrival of Iced Coffee Beverages,Starbucks Welcomes Summer with Arrival of Iced Coffee Beverages,0.13999999999999968,-0.009999999999999787
546,20090511 11:01 AM EDT,Starbucks Renews Relationship Management Contract with Convergys to Enhance Customer Experience and Accelerate Business Performance,"('Convergys', 'Enhance', 'Customer Experience')",Convergys,Enhance,Customer Experience,Convergys Enhance,Enhance Customer Experience,Convergys Enhance Customer Experience,-0.375,-0.10500000000000043
549,20090513 10:06 PM EDT,Starbucks Responds to Moody`s Downgrade,"('Starbucks', 'Responds to', 'Moody')",Starbucks,Responds to,Moody,Starbucks Responds to,Responds to Moody,Starbucks Responds to Moody,-0.1200000000000001,-0.21499999999999986
550,20090514 12:00 AM EDT,Starbucks Responds to Moody`s Downgrade,"('Starbucks', 'Responds to', 'Moody')",Starbucks,Responds to,Moody,Starbucks Responds to,Responds to Moody,Starbucks Responds to Moody,-0.22500000000000053,-0.009999999999999787
553,20090528 08:00 AM EDT," BIGresearch: Coffee Wars, Starbucks Still #1, McDonald's #2 and Rising, Dunkin' Donuts #3","('Coffee Wars', ""# 's"", 'McDonald')",Coffee Wars,# 's,McDonald,Coffee Wars # 's,# 's McDonald,Coffee Wars # 's McDonald,0.024999999999999467,0.15500000000000025
554,20090602 07:02 PM EDT,Starbucks revamps bakery food ingredients,"('Starbucks', 'revamps', 'bakery food ingredients')",Starbucks,revamps,bakery food ingredients,Starbucks revamps,revamps bakery food ingredients,Starbucks revamps bakery food ingredients,0.08999999999999986,-0.04999999999999982
555,20090602 06:55 PM EDT,UPDATE 1-Starbucks revamps bakery food ingredients,"('UPDATE 1 Starbucks', 'revamps', 'bakery food ingredients')",UPDATE 1 Starbucks,revamps,bakery food ingredients,UPDATE 1 Starbucks revamps,revamps bakery food ingredients,UPDATE 1 Starbucks revamps bakery food ingredients,0.08999999999999986,-0.04999999999999982
556,20090602 05:15 PM EDT,UPDATE 1-Calif. court nixes $100 mln Starbucks barista award,"('UPDATE Calif. court', 'nixes', '$ 100 mln Starbucks barista award')",UPDATE Calif. court,nixes,$ 100 mln Starbucks barista award,UPDATE Calif. court nixes,nixes $ 100 mln Starbucks barista award,UPDATE Calif. court nixes $ 100 mln Starbucks barista award,0.08999999999999986,-0.04999999999999982
557,20090602 05:13 PM EDT,UPDATE 1-Calif. court nixes $100 mln Starbucks barista award,"('UPDATE Calif. court', 'nixes', '$ 100 mln Starbucks barista award')",UPDATE Calif. court,nixes,$ 100 mln Starbucks barista award,UPDATE Calif. court nixes,nixes $ 100 mln Starbucks barista award,UPDATE Calif. court nixes $ 100 mln Starbucks barista award,0.08999999999999986,-0.04999999999999982
558,20090602 04:12 PM EDT,"Starbucks to introduce salads, rework baked goods","('Starbucks', 'introduce', 'salads')",Starbucks,introduce,salads,Starbucks introduce,introduce salads,Starbucks introduce salads,0.08999999999999986,-0.04999999999999982
559,20090608 11:03 AM EDT,Starbucks Voted Best Coffee by Zagat Survey,"('Starbucks', 'Voted', 'Best Coffee')",Starbucks,Voted,Best Coffee,Starbucks Voted,Voted Best Coffee,Starbucks Voted Best Coffee,-0.35000000000000053,-0.05999999999999961
560,20090609 09:18 AM EDT,"Zacks Bull and Bear of the Day Highlights: Vodafone, Somaxon, McDonald's Corporation, Starbucks and Yum! Brands Inc.","('McDonald', 'has', 'Corporation')",McDonald,has,Corporation,McDonald has,has Corporation,McDonald has Corporation,0.13500000000000068,0.11499999999999932
561,20090616 12:49 PM EDT,Un danger de lacÃ©ration incite Starbucks au rappel de moulins Ã  cafÃ© ; FabriquÃ©s par Tsann Kuen,"('lacÃ ration', 'incite', 'Starbucks au rappel de')",lacÃ ration,incite,Starbucks au rappel de,lacÃ ration incite,incite Starbucks au rappel de,lacÃ ration incite Starbucks au rappel de,-0.10999999999999943,-0.05999999999999961
562,20090616 12:48 PM EDT,Laceration Hazard Prompts Recall by Starbucks of Coffee Grinders; Made by Tsann Kuen,"('Laceration Hazard', 'Prompts', 'Recall')",Laceration Hazard,Prompts,Recall,Laceration Hazard Prompts,Prompts Recall,Laceration Hazard Prompts Recall,-0.10999999999999943,-0.05999999999999961
563,20090619 11:19 AM EDT,Schaeffer's Option Blog: Put Volume Perks Up on Starbucks Corporation (SBUX),"('Schaeffer', 'has', 'Option Blog')",Schaeffer,has,Option Blog,Schaeffer has,has Option Blog,Schaeffer has Option Blog,-0.07000000000000028,0.06500000000000039
564,20090623 08:02 AM EDT,UPDATE 1-RESEARCH ALERT-Baird raises Starbucks to outperform,"('UPDATE 1 RESEARCH ALERT Baird', 'raises', 'Starbucks')",UPDATE 1 RESEARCH ALERT Baird,raises,Starbucks,UPDATE 1 RESEARCH ALERT Baird raises,raises Starbucks,UPDATE 1 RESEARCH ALERT Baird raises Starbucks,-0.054999999999999716,0.22499999999999964
565,20090623 07:26 AM EDT,Starbucks rises after Baird upgrade,"('Starbucks', 'rises', 'Baird upgrade')",Starbucks,rises,Baird upgrade,Starbucks rises,rises Baird upgrade,Starbucks rises Baird upgrade,-0.054999999999999716,0.22499999999999964
566,20090625 11:44 AM EDT,Starbucks Reinvents the Store Experience to Speak to the Heart and Soul of Local Communities,"('Starbucks', 'Reinvents Store Experience to', 'Speak')",Starbucks,Reinvents Store Experience to,Speak,Starbucks Reinvents Store Experience to,Reinvents Store Experience to Speak,Starbucks Reinvents Store Experience to Speak,-0.0649999999999995,0.3149999999999995
567,20090626 04:56 PM EDT,Starbucks Coffee Company Reaffirms its Commitment to Rwandan and East African Coffee Farmers,"('Starbucks Coffee Company', 'Reaffirms', 'its Commitment')",Starbucks Coffee Company,Reaffirms,its Commitment,Starbucks Coffee Company Reaffirms,Reaffirms its Commitment,Starbucks Coffee Company Reaffirms its Commitment,0.29499999999999993,-0.15500000000000025
569,20090627 04:03 PM EDT,Starbucks Coffee Company and Rwandan Government Discuss ongoing Partnership,"('Starbucks Coffee Company', 'Discuss', 'ongoing Partnership')",Starbucks Coffee Company,Discuss,ongoing Partnership,Starbucks Coffee Company Discuss,Discuss ongoing Partnership,Starbucks Coffee Company Discuss ongoing Partnership,0.29499999999999993,-0.15500000000000025
570,20090628 07:29 PM EDT,Starbucks and Fairtrade Meet With Rwanda Coffee Farmers,"('Starbucks', 'is With', 'Rwanda Coffee Farmers')",Starbucks,is With,Rwanda Coffee Farmers,Starbucks is With,is With Rwanda Coffee Farmers,Starbucks is With Rwanda Coffee Farmers,0.0,0.055000000000000604
572,20090629 05:01 AM EDT,Starbucks and Fairtrade Partner in Rwanda,"('Starbucks', 'is in', 'Rwanda')",Starbucks,is in,Rwanda,Starbucks is in,is in Rwanda,Starbucks is in Rwanda,0.0,0.055000000000000604
574,20090630 06:00 AM EDT,Starbucks Raises the Bar on Its Food to a Tastier Standard,"('Starbucks', 'Raises Bar on', 'Its Food')",Starbucks,Raises Bar on,Its Food,Starbucks Raises Bar on,Raises Bar on Its Food,Starbucks Raises Bar on Its Food,-0.16500000000000004,-0.375
575,20090706 12:00 PM EDT,StarbucksÂ® Ice Cream Invites FacebookÂ® Users to Treat Friends and Family,"('StarbucksÂ Ice Cream', 'Invites', 'FacebookÂ Users')",StarbucksÂ Ice Cream,Invites,FacebookÂ Users,StarbucksÂ Ice Cream Invites,Invites FacebookÂ Users,StarbucksÂ Ice Cream Invites FacebookÂ Users,-0.3049999999999997,0.004999999999999893
576,20090708 06:00 PM EDT,Starbucks Announces Q3 Fiscal Year 2009 Results Conference Call,"('Starbucks', 'Announces', 'Q3 Fiscal Year 2009 Results Conference Call')",Starbucks,Announces,Q3 Fiscal Year 2009 Results Conference Call,Starbucks Announces,Announces Q3 Fiscal Year 2009 Results Conference Call,Starbucks Announces Q3 Fiscal Year 2009 Results Conference Call,-0.20500000000000007,0.034999999999999254
577,20090713 10:17 PM EDT,"Penny Stock Chaser Announces Investment Opinion on Morgan Stanley, Cisco Systems Inc., News Corp., Starbucks Corp. and NVIDIA Corp.","('Penny Stock Chaser', 'Announces', 'Investment Opinion')",Penny Stock Chaser,Announces,Investment Opinion,Penny Stock Chaser Announces,Announces Investment Opinion,Penny Stock Chaser Announces Investment Opinion,-0.040000000000000036,0.3000000000000007
578,20090716 09:17 PM EDT,"Starbucks local cafe pilot has alcohol, live music","('Starbucks cafe pilot', 'has', 'alcohol')",Starbucks cafe pilot,has,alcohol,Starbucks cafe pilot has,has alcohol,Starbucks cafe pilot has alcohol,0.08000000000000007,-0.004999999999999893
579,20090716 06:01 PM EDT,"Starbucks local cafe pilot has alcohol, live music","('Starbucks cafe pilot', 'has', 'alcohol')",Starbucks cafe pilot,has,alcohol,Starbucks cafe pilot has,has alcohol,Starbucks cafe pilot has alcohol,0.08000000000000007,-0.004999999999999893
580,20090716 06:00 PM EDT,"Starbucks local cafe pilot has alcohol, live music","('Starbucks cafe pilot', 'has', 'alcohol')",Starbucks cafe pilot,has,alcohol,Starbucks cafe pilot has,has alcohol,Starbucks cafe pilot has alcohol,0.08000000000000007,-0.004999999999999893
581,20090716 12:47 PM EDT,Schaeffer's Option Skews - Relatively Heavy Call Activity on Cisco Systems Inc and Starbucks Corp,"('Schaeffer', 'has', 'Option')",Schaeffer,has,Option,Schaeffer has,has Option,Schaeffer has Option,0.08000000000000007,-0.004999999999999893
582,20090717 03:05 PM EDT,Starbucks to start turning corner,"('Starbucks', 'start', 'corner')",Starbucks,start,corner,Starbucks start,start corner,Starbucks start corner,0.09499999999999975,0.01499999999999968
583,20090721 08:07 PM EDT,Starbucks brews up profit beat,"('Starbucks', 'brews up', 'profit beat')",Starbucks,brews up,profit beat,Starbucks brews up,brews up profit beat,Starbucks brews up profit beat,0.29000000000000004,-0.11500000000000021
584,20090721 08:04 PM EDT,"UPDATE 3-Starbucks brews up profit beat, stock up","('UPDATE 3 Starbucks', 'brews up', 'stock')",UPDATE 3 Starbucks,brews up,stock,UPDATE 3 Starbucks brews up,brews up stock,UPDATE 3 Starbucks brews up stock,0.29000000000000004,-0.11500000000000021
585,20090721 05:35 PM EDT,"UPDATE 2-Starbucks profit tops view, shares jump","('UPDATE 2 Starbucks profit', 'tops', 'view')",UPDATE 2 Starbucks profit,tops,view,UPDATE 2 Starbucks profit tops,tops view,UPDATE 2 Starbucks profit tops view,0.29000000000000004,-0.11500000000000021
591,20090722 04:13 PM EDT,"US STOCKS-Nasdaq marks 11-day winning streak on Apple, Starbucks","('US STOCKS Nasdaq', 'marks', '11 day streak')",US STOCKS Nasdaq,marks,11 day streak,US STOCKS Nasdaq marks,marks 11 day streak,US STOCKS Nasdaq marks 11 day streak,0.4850000000000003,1.3500000000000005
593,20090722 01:54 PM EDT,"Starbucks shares soar, analysts raise price targets","('analysts', 'raise', 'price targets')",analysts,raise,price targets,analysts raise,raise price targets,analysts raise price targets,0.4850000000000003,1.3500000000000005
594,20090722 01:53 PM EDT,"UPDATE 3-Starbucks shares soar, analysts raise price targets","('analysts', 'raise', 'price targets')",analysts,raise,price targets,analysts raise,raise price targets,analysts raise price targets,0.4850000000000003,1.3500000000000005
598,20090727 03:21 PM EDT,OFFICIAL-CORRECTED-UPDATE 1-Starbucks to match 401(k) for 2009,"('1 Starbucks', 'match', 'k')",1 Starbucks,match,k,1 Starbucks match,match k,1 Starbucks match k,0.0600000000000005,0.040000000000000924
600,20090729 07:00 PM EDT,Starbucks Selects Unisys for Data Center Outsourcing Services in China,"('Data Center Outsourcing Services', 'is in', 'China')",Data Center Outsourcing Services,is in,China,Data Center Outsourcing Services is in,is in China,Data Center Outsourcing Services is in China,0.07000000000000028,-0.09999999999999964
603,20090811 08:30 AM EDT,Skyhook Wireless Partners with Find Starbucks App for Android,"('Skyhook Wireless Partners', 'is with', 'Find Starbucks App')",Skyhook Wireless Partners,is with,Find Starbucks App,Skyhook Wireless Partners is with,is with Find Starbucks App,Skyhook Wireless Partners is with Find Starbucks App,0.1750000000000007,-0.16999999999999993
605,20090820 10:00 PM EDT,"In a first, Starbucks lowers price of some drinks","('Starbucks', 'lowers', 'price of drinks')",Starbucks,lowers,price of drinks,Starbucks lowers,lowers price of drinks,Starbucks lowers price of drinks,0.14000000000000057,0.049999999999998934
606,20090820 06:54 PM EDT,"In a first, Starbucks lowers price of some drinks","('Starbucks', 'lowers', 'price of drinks')",Starbucks,lowers,price of drinks,Starbucks lowers,lowers price of drinks,Starbucks lowers price of drinks,0.14000000000000057,0.049999999999998934
607,20090820 04:25 PM EDT,"In a first, Starbucks lowers price of some drinks","('Starbucks', 'lowers', 'price of drinks')",Starbucks,lowers,price of drinks,Starbucks lowers,lowers price of drinks,Starbucks lowers price of drinks,0.14000000000000057,0.049999999999998934
609,20090901 04:00 AM EDT,Starbucks Acquires Full Ownership of Starbucks Coffee France SAS,"('Starbucks', 'Acquires', 'Full Ownership')",Starbucks,Acquires,Full Ownership,Starbucks Acquires,Acquires Full Ownership,Starbucks Acquires Full Ownership,-0.125,-0.21499999999999986
610,20090902 04:10 PM EDT,Starbucks to Present at Goldman Sachs Global Retailing Conference,"('Starbucks', 'Present at', 'Goldman Sachs Global Retailing Conference')",Starbucks,Present at,Goldman Sachs Global Retailing Conference,Starbucks Present at,Present at Goldman Sachs Global Retailing Conference,Starbucks Present at Goldman Sachs Global Retailing Conference,-0.25,0.0
611,20090902 03:47 PM EDT,"Stop & Shop, Giant closing some Starbucks kiosks","('Giant', 'closing', 'Starbucks kiosks')",Giant,closing,Starbucks kiosks,Giant closing,closing Starbucks kiosks,Giant closing Starbucks kiosks,-0.25,0.0
612,20090902 03:05 AM EDT,Starbucks Serves up its First Fairtrade Lattes and Cappuccinos Across the UK and Ireland,"('Starbucks', 'Serves up', 'its Fairtrade Lattes')",Starbucks,Serves up,its Fairtrade Lattes,Starbucks Serves up,Serves up its Fairtrade Lattes,Starbucks Serves up its Fairtrade Lattes,-0.25,0.0
613,20090903 02:59 PM EDT,UPDATE 2-Starbucks exec Gass to head Seattle's Best,"('UPDATE 2 Starbucks exec Gass', 'head', ""Seattle 's Best"")",UPDATE 2 Starbucks exec Gass,head,Seattle 's Best,UPDATE 2 Starbucks exec Gass head,head Seattle 's Best,UPDATE 2 Starbucks exec Gass head Seattle 's Best,0.0600000000000005,0.06500000000000128
614,20090903 12:00 PM EDT,Starbucks Appoints Three Key Leadership Roles,"('Starbucks', 'Appoints', 'Three Key Leadership Roles')",Starbucks,Appoints,Three Key Leadership Roles,Starbucks Appoints,Appoints Three Key Leadership Roles,Starbucks Appoints Three Key Leadership Roles,0.0600000000000005,0.06500000000000128
620,20090915 11:04 AM EDT,UPDATE 1-Starbucks CEO has $14 mln paper profit on options,"('UPDATE 1 Starbucks CEO', 'has', '$ 14 mln paper profit on options')",UPDATE 1 Starbucks CEO,has,$ 14 mln paper profit on options,UPDATE 1 Starbucks CEO has,has $ 14 mln paper profit on options,UPDATE 1 Starbucks CEO has $ 14 mln paper profit on options,0.16499999999999915,-0.14499999999999957
621,20090915 10:07 AM EDT,Starbucks CEO has $14 mln paper profit on options,"('Starbucks CEO', 'has', '$ 14 mln paper profit')",Starbucks CEO,has,$ 14 mln paper profit,Starbucks CEO has,has $ 14 mln paper profit,Starbucks CEO has $ 14 mln paper profit,0.16499999999999915,-0.14499999999999957
622,20090921 12:43 PM EDT,"Schaeffer's Daily Option Blog: Starbucks Corporation (SBUX) Tags New High, Attracts Call Traders","('Schaeffer', 'has', 'Daily Option')",Schaeffer,has,Daily Option,Schaeffer has,has Daily Option,Schaeffer has Daily Option,0.08499999999999908,-0.04499999999999993
623,20090921 08:24 AM EDT,"Starbucks, Dell to aid online effort to save rainforest","('online effort', 'save', 'rainforest')",online effort,save,rainforest,online effort save,save rainforest,online effort save rainforest,0.08499999999999908,-0.04499999999999993
624,20090928 11:00 PM EDT,Starbucks VIA Ready Brew Arrives at All Canada Starbucks Locations and Revolutionizes the Instant Coffee Experience,"('Starbucks VIA Ready Brew', 'Revolutionizes', 'Coffee Experience')",Starbucks VIA Ready Brew,Revolutionizes,Coffee Experience,Starbucks VIA Ready Brew Revolutionizes,Revolutionizes Coffee Experience,Starbucks VIA Ready Brew Revolutionizes Coffee Experience,0.40500000000000114,0.39500000000000135
